Well	Sample Name	Detector	Task	Ct	Avg Ct	Ct SD	Delta Ct	Qty	Avg Qty	Qty SD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DDCT Values	60		Orbital Control	HPRT	Target	40									FALSE																									
61	Orbital Control	HPRT	Target	36.6981	34.350445	2.698726																																		
Rn values	-0.19335628	-0.19094273	-0.19465129	-0.19415505	-0.18740681	-0.18942869	-0.18674436	-0.18691717	-0.18519326	-0.1849541	-0.18317312	-0.18575452	-0.18633957	-0.18283166	-0.1873582	-0.18526112	-0.18338236	-0.18808168	-0.18463239	-0.18145254	-0.18520711	-0.18446784	-0.18562081	-0.18312466	-0.18184091	-0.18129236	-0.18177179	-0.18354365	-0.18536521	-0.18505052	-0.1825507	-0.18029518	-0.18006372	-0.17260697	-0.17337187	-0.16696762	-0.16121992	-0.15088464	-0.11940041	-0.07703881
Delta Rn values	-0.002695069	-6.32E-04	-0.00469018	-0.00454399	0.001854206	-5.18E-04	0.001816556	0.001293699	0.002667566	0.002556667	0.003987605	0.001056154	1.21E-04	0.003278921	-0.001597668	1.49E-04	0.001678074	-0.003371294	-2.72E-04	0.002557749	-0.00154687	-0.001157642	-0.002660668	-5.15E-04	4.19E-04	6.18E-04	-2.12E-04	-0.002333746	-0.004505357	-0.004540708	-0.002390937	-4.85E-04	-6.04E-04	0.006502642	0.005387703	0.011441905	0.016839547	0.026824782	0.057958964	0.09997052
DDCT Values	61		Orbital Control	HPRT	Target	36.6981									FALSE																									
62	Orbital Control	HPRT	Target	30.37287	34.350445	2.698726																																		
Rn values	-0.107012436	-0.11101479	-0.11233289	-0.11211279	-0.11165921	-0.11213314	-0.11176999	-0.113273315	-0.11272911	-0.11323961	-0.11325455	-0.11415493	-0.11342808	-0.11408873	-0.11460416	-0.11259792	-0.114502296	-0.11450601	-0.11396791	-0.11295773	-0.11346276	-0.113869935	-0.11230355	-0.11273725	-0.11052295	-0.11137294	-0.10916678	-0.10722985	-0.10311166	-0.097630054	-0.089410186	-0.076341845	-0.05229783	-0.008397837	0.06951364	0.2080339	0.44153732	0.7844877	1.1878145	1.5225599
Delta Rn values	0.008351306	0.004115161	0.002563275	0.002549582	0.002769377	0.002061656	0.002191015	4.54E-04	7.64E-04	2.00E-05	-2.29E-04	-0.001362871	-8.70E-04	-0.001764252	-0.002513473	-7.41E-04	-0.002879188	-0.003116695	-0.002812381	-0.002035991	-0.002774811	-0.003415775	-0.002083177	-0.002750672	-7.70E-04	-0.001853938	1.18E-04	0.001821572	0.005705972	0.010953791	0.01893987	0.03177442	0.055584643	0.099250846	0.17692854	0.31521502	0.5484846	0.89120126	1.2942942	1.6288059
DDCT Values	62		Orbital Control	HPRT	Target	30.37287									FALSE																									
63	Orbital Control	AXIN	Target	27.721977	28.90642	1.5185088																																		
Rn values	-0.16256936	-0.14993614	-0.1461742	-0.13938503	-0.14094529	-0.13751993	-0.13549754	-0.13413917	-0.13787091	-0.13705969	-0.13644077	-0.1319144	-0.13249186	-0.13422245	-0.13278128	-0.13037851	-0.13311414	-0.13463847	-0.12854345	-0.13174349	-0.1324673	-0.12910266	-0.12331215	-0.10951748	-0.09117742	-0.04085099	0.043018684	0.19064315	0.4512984	0.81357163	1.212589	1.5954385	1.9493212	2.27688	2.5549493	2.8007543	3.0130947	3.1747203	3.301655	3.382506
Delta Rn values	-0.02087141	-0.008836141	-0.005672158	5.19E-04	-0.001639136	0.001188275	0.002612711	0.003373136	-9.57E-04	-7.43E-04	-7.22E-04	0.003206095	0.002030696	-2.98E-04	5.45E-04	0.002350189	-9.83E-04	-0.003105669	0.002391403	-0.001406586	-0.002728345	3.83E-05	0.005230903	0.018427629	0.036169738	0.08589822	0.16916995	0.31619644	0.5762538	0.93792903	1.3363485	1.7186	2.0718846	2.3988457	2.676317	2.921524	3.1332664	3.294294	3.420631	3.5008838
Study Values	28.90642166	AXIN	Orbital Control																																					
Study Stat Values	9	-5.444025803	 	3.096609576	1.356810919																																			
Study RQ Values	H2O control	1518.242544	180.8772622	12743.78214	-10.56818657	-151724.2544																																		
DDCT Values	63		Orbital Control	AXIN	Target	27.721977		-5.444026	3.0966096	1.3568109	0	1518.2426	180.87726	12743.782	FALSE	-10.568187																								
64	Orbital Control	AXIN	Target	28.792496	28.90642	1.5185088																																		
Rn values	-0.18637651	-0.1785762	-0.17434087	-0.17103232	-0.17081112	-0.16749036	-0.16781259	-0.16711052	-0.16601948	-0.16557005	-0.16507474	-0.1635278	-0.16436984	-0.16365899	-0.16449836	-0.16454192	-0.16277118	-0.16247562	-0.16346654	-0.16058472	-0.16046597	-0.15915133	-0.15567371	-0.15037139	-0.13788554	-0.11714325	-0.07369541	0.005981859	0.1518831	0.40382046	0.7754312	1.1928953	1.591361	1.9777939	2.3165574	2.6093423	2.8751192	3.1022546	3.2842174	3.401709
Delta Rn values	-0.013940527	-0.006777945	-0.003180346	-5.10E-04	-9.26E-04	0.001756978	7.97E-04	8.61E-04	0.00131467	0.001126375	9.84E-04	0.001893167	4.13E-04	4.87E-04	-9.91E-04	-0.001671862	-5.39E-04	-8.81E-04	-0.002509677	-2.66E-04	-7.85E-04	-1.08E-04	0.002732239	0.007396834	0.019244952	0.039349515	0.08215963	0.16119917	0.30646268	0.5577623	0.9287353	1.3455617	1.7433897	2.129185	2.4673107	2.7594578	3.024597	3.2510946	3.4324195	3.5492737
Study Values	28.90642166	AXIN	Orbital Control																																					
Study Stat Values	9	-5.444025803	 	3.096609576	1.356810919																																			
Study RQ Values	H2O control	1518.242544	180.8772622	12743.78214	-10.56818657	-151724.2544																																		
DDCT Values	64		Orbital Control	AXIN	Target	28.792496		-5.444026	3.0966096	1.3568109	0	1518.2426	180.87726	12743.782	FALSE	-10.568187																								
65	Orbital Control	AXIN	Target	30.899593	28.90642	1.5185088																																		
Rn values	-0.1474541	-0.14204162	-0.13912417	-0.13740662	-0.13482417	-0.13475773	-0.13451587	-0.1356833	-0.13455194	-0.13348475	-0.13347845	-0.13471611	-0.13511331	-0.13251089	-0.13227059	-0.13210209	-0.13364266	-0.13156594	-0.13123737	-0.12898172	-0.1315714	-0.13144433	-0.13048093	-0.1275548	-0.1255173	-0.11858709	-0.108726114	-0.09001156	-0.049883116	0.023724526	0.16316184	0.40053958	0.7532389	1.128072	1.4790441	1.7954216	2.0792687	2.3307955	2.5421872	2.7230299
Delta Rn values	-0.008454785	-0.003538792	-0.00111782	1.03E-04	0.002189216	0.001759179	0.001504558	-1.59E-04	4.76E-04	0.001046229	5.56E-04	-0.001178091	-0.002071778	3.42E-05	-2.22E-04	-5.50E-04	-0.002587049	-0.001006815	-0.001174726	5.84E-04	-0.002501713	-0.002871133	-0.002404209	2.54E-05	0.001566464	0.008000185	0.01736468	0.035582755	0.075214714	0.14832588	0.2872667	0.524148	0.8763508	1.2506875	1.601163	1.917044	2.2003946	2.451425	2.6623201	2.8426664
Study Values	28.90642166	AXIN	Orbital Control																																					
Study Stat Values	9	-5.444025803	 	3.096609576	1.356810919																																			
Study RQ Values	H2O control	1518.242544	180.8772622	12743.78214	-10.56818657	-151724.2544																																		
DDCT Values	65		Orbital Control	AXIN	Target	30.899593		-5.444026	3.0966096	1.3568109	0	1518.2426	180.87726	12743.782	FALSE	-10.568187																								
66	Orbital Control	THSB1	Target	15.865755	16.912888	2.1048684																																		
Rn values	-0.19001286	-0.18312113	-0.17719172	-0.17380105	-0.17267323	-0.17108671	-0.16809452	-0.16811158	-0.1676277	-0.16722117	-0.16566396	-0.16293998	-0.15918061	-0.15139462	-0.13807778	-0.113904096	-0.06985634	0.011371046	0.15787944	0.39970395	0.76247096	1.2427403	1.7774899	2.296879	2.7454007	3.0801117	3.3251886	3.487737	3.58717	3.6370318	3.6677613	3.685145	3.7040026	3.711901	3.7264328	3.723806	3.730568	3.7387617	3.7470658	3.7496576
Delta Rn values	-0.011149213	-0.005736808	-0.001286721	6.25E-04	2.73E-04	3.80E-04	0.001893192	3.97E-04	-5.99E-04	-0.001671435	-0.001593541	-3.49E-04	0.001931159	0.008237828	0.020075345	0.042769708	0.08533814	0.16508621	0.31011528	0.55046046	0.9117482	1.3905381	1.9238085	2.4417183	2.8887606	3.2219923	3.46559	3.626659	3.7246125	3.772995	3.8022454	3.8181496	3.835528	3.8419468	3.8549995	3.8508933	3.856176	3.8628905	3.8697152	3.8708277
Study Values	16.91288694	THSB1	Orbital Control																																					
Study Stat Values	9	-17.43756053	 	3.422512699	1.481565475																																			
Study RQ Values	H2O control	41924.56795	4107.299929	427937.9221	-15.3555083	-4192356.795																																		
DDCT Values	66		Orbital Control	THSB1	Target	15.865755		-17.437561	3.4225128	1.4815655	0	41924.566	4107.3	427937.94	FALSE	-15.355508																								
67	Orbital Control	THSB1	Target	16.643076	16.912888	2.1048684																																		
Rn values	-0.222899	-0.22169326	-0.21801604	-0.2160834	-0.21280305	-0.21306576	-0.21227086	-0.21106924	-0.21197867	-0.21101022	-0.20905028	-0.20910026	-0.20799819	-0.20268148	-0.19554171	-0.17928085	-0.15110125	-0.097155005	0.002748098	0.17241055	0.44597945	0.8400518	1.3264523	1.8374908	2.3200355	2.7101145	3.007056	3.2217476	3.3541193	3.4246604	3.4749782	3.506439	3.5229404	3.532188	3.5437496	3.5544283	3.5596707	3.5685563	3.5625072	3.569318
Delta Rn values	-0.004025187	-0.003834537	-0.001172411	-2.55E-04	0.002010396	7.33E-04	5.12E-04	6.99E-04	-0.001225599	-0.001272235	-3.27E-04	-0.001392465	-0.001305482	0.002996129	0.009120809	0.024366578	0.051531088	0.104462236	0.20335025	0.3719976	0.6445514	1.0376086	1.522994	2.0330174	2.514547	2.903611	3.1995375	3.413214	3.5445704	3.6140966	3.6633992	3.6938448	3.7093313	3.7175636	3.7281103	3.737774	3.742001	3.7498717	3.7428074	3.7486033
Study Values	16.91288694	THSB1	Orbital Control																																					
Study Stat Values	9	-17.43756053	 	3.422512699	1.481565475																																			
Study RQ Values	H2O control	41924.56795	4107.299929	427937.9221	-15.3555083	-4192356.795																																		
DDCT Values	67		Orbital Control	THSB1	Target	16.643076		-17.437561	3.4225128	1.4815655	0	41924.566	4107.3	427937.94	FALSE	-15.355508																								
68	Orbital Control	THSB1	Target	20.856258	16.912888	2.1048684																																		
Rn values	-0.22435246	-0.22251092	-0.22175816	-0.22181706	-0.21900629	-0.21754159	-0.21732342	-0.21851273	-0.21811087	-0.21723673	-0.21896406	-0.21697631	-0.2172004	-0.21662456	-0.21674691	-0.21497618	-0.21304403	-0.21074389	-0.20373183	-0.19259724	-0.16914049	-0.1257744	-0.04734051	0.09106843	0.30770838	0.6152589	0.9963725	1.3933198	1.7591159	2.0771973	2.3312378	2.5220752	2.6534705	2.7440763	2.7976468	2.8338032	2.8497455	2.8650422	2.872935	2.8800726
Delta Rn values	-0.002261855	-9.26E-04	-6.79E-04	-0.001243555	0.00106152	0.002020514	0.00173298	3.80E-05	-6.59E-05	3.03E-04	-0.001930457	-4.48E-04	-0.001178202	-0.001108063	-0.001736117	-4.71E-04	9.55E-04	0.002749801	0.009256154	0.019885048	0.0428361	0.08569649	0.16362467	0.30152792	0.51766217	0.824707	1.2053149	1.6017566	1.9670469	2.2846227	2.5381575	2.7284892	2.8593786	2.9494786	3.0025434	3.0381942	3.0536308	3.0684218	3.075809	3.0824409
Study Values	16.91288694	THSB1	Orbital Control																																					
Study Stat Values	9	-17.43756053	 	3.422512699	1.481565475																																			
Study RQ Values	H2O control	41924.56795	4107.299929	427937.9221	-15.3555083	-4192356.795																																		
DDCT Values	68		Orbital Control	THSB1	Target	20.856258		-17.437561	3.4225128	1.4815655	0	41924.566	4107.3	427937.94	FALSE	-15.355508																								
69	Orbital Control	ANGP2	Target	30.20996	30.912447	1.681703																																		
Rn values	-0.17141442	-0.15660281	-0.1496257	-0.1447323	-0.14130153	-0.13912842	-0.13868509	-0.1363041	-0.13430464	-0.13295814	-0.13366942	-0.13308732	-0.13126199	-0.13310589	-0.13025811	-0.13015105	-0.12844354	-0.12784277	-0.12729597	-0.12543622	-0.12497215	-0.124772124	-0.123348415	-0.12263191	-0.12057316	-0.12043023	-0.11712004	-0.109277815	-0.10555317	-0.090865865	-0.06669813	-0.023458276	0.051294867	0.17498797	0.38135403	0.70796776	1.1735357	1.7438824	2.3101237	2.7995956
Delta Rn values	-0.025228783	-0.011531523	-0.005668759	-0.001889698	4.27E-04	0.001485489	8.14E-04	0.002081118	0.002966225	0.003198377	0.001372754	8.41E-04	0.001551493	-0.001406753	3.27E-04	-6.81E-04	-8.74E-05	-6.01E-04	-0.001168566	-4.23E-04	-0.001073437	-0.001987757	-0.001678394	-0.002076233	-0.001131835	-0.002103249	9.26E-05	0.006820475	0.009430771	0.02300373	0.046057124	0.08818263	0.16182142	0.2844002	0.4896519	0.8151513	1.2796049	1.8488373	2.4139643	2.9023218
Study Values	30.91244634	ANGP2	Orbital Control																																					
Study Stat Values	9	-3.438001124	 	3.179818639	1.388516651																																			
Study RQ Values	H2O control	1.30E-06	1.47E-07	1.15E-05	19.55475661	99.99987015																																		
DDCT Values	69		Orbital Control	ANGP2	Target	30.20996		-3.4380012	3.1798186	1.3885167	0	1.30E-06	1.47E-07	1.15E-05	FALSE	19.554756																								
70	Orbital Control	ANGP2	Target	30.814459	30.912447	1.681703																																		
Rn values	-0.23466934	-0.23227546	-0.23239952	-0.23204163	-0.23101331	-0.22976498	-0.22828521	-0.22807272	-0.2286206	-0.22702697	-0.22529134	-0.22722389	-0.22598363	-0.22512558	-0.22416262	-0.22445826	-0.22416642	-0.22448151	-0.22593485	-0.22307006	-0.2234423	-0.2204026	-0.22102003	-0.22171067	-0.22137602	-0.22117935	-0.2189152	-0.21434946	-0.21139756	-0.20383215	-0.183324	-0.15555269	-0.09370979	0.009547996	0.18157175	0.4701013	0.8885342	1.3691328	1.7945753	2.0891712
Delta Rn values	-0.001604993	2.16E-04	-4.80E-04	-6.94E-04	-2.39E-04	4.37E-04	0.001344754	9.85E-04	-1.35E-04	8.86E-04	0.002049029	-4.56E-04	2.12E-04	4.98E-04	8.88E-04	2.01E-05	-2.60E-04	-0.001147923	-0.003173661	-8.81E-04	-0.00182591	6.41E-04	-5.48E-04	-0.001811469	-0.002049217	-0.002424949	-7.33E-04	0.003260143	0.00563965	0.012632662	0.032568417	0.05976733	0.121037826	0.22372322	0.39517456	0.6831317	1.1009922	1.5810183	2.0058885	2.299912
Study Values	30.91244634	ANGP2	Orbital Control																																					
Study Stat Values	9	-3.438001124	 	3.179818639	1.388516651																																			
Study RQ Values	H2O control	1.30E-06	1.47E-07	1.15E-05	19.55475661	99.99987015																																		
DDCT Values	70		Orbital Control	ANGP2	Target	30.814459		-3.4380012	3.1798186	1.3885167	0	1.30E-06	1.47E-07	1.15E-05	FALSE	19.554756																								
71	Orbital Control	ANGP2	Target	33.775673	30.912447	1.681703																																		
Rn values	-0.1971264	-0.18364704	-0.17801683	-0.17484199	-0.16955769	-0.16696425	-0.16343285	-0.16674177	-0.16721903	-0.16716002	-0.16707464	-0.16647442	-0.16756287	-0.16860211	-0.16800682	-0.1678881	-0.16806138	-0.16785379	-0.16708922	-0.16534689	-0.16579607	-0.16411044	-0.16396096	-0.16642502	-0.16525735	-0.16572641	-0.16450828	-0.16525462	-0.16330506	-0.1622263	-0.15969616	-0.1545356	-0.14597893	-0.1301784	-0.10536973	-0.05964995	0.018925052	0.1513639	0.3696135	0.6949411
Delta Rn values	-0.025263788	-0.012122161	-0.006829692	-0.003992591	9.54E-04	0.003209666	0.006403322	0.002756659	0.001941664	0.001662933	0.001410576	0.001673054	2.47E-04	-0.001130119	-8.73E-04	-0.001091596	-0.001602607	-0.00173276	-0.001305936	9.87E-05	-6.88E-04	6.60E-04	4.71E-04	-0.002330434	-0.001500505	-0.002307304	-0.001426919	-0.002510999	-8.99E-04	-1.58E-04	0.00203424	0.006857055	0.015075994	0.030538773	0.055009708	0.100391746	0.17862901	0.3107301	0.528642	0.85363185
Study Values	30.91244634	ANGP2	Orbital Control																																					
Study Stat Values	9	-3.438001124	 	3.179818639	1.388516651																																			
Study RQ Values	H2O control	1.30E-06	1.47E-07	1.15E-05	19.55475661	99.99987015																																		
DDCT Values	71		Orbital Control	ANGP2	Target	33.775673		-3.4380012	3.1798186	1.3885167	0	1.30E-06	1.47E-07	1.15E-05	FALSE	19.554756																								
72	Orbital Drug	HPRT	Target	34.495197	35.070198	1.2050998																																		
Rn values	-0.15465747	-0.123957545	-0.10109541	-0.08266231	-0.065224305	-0.059127636	-0.055475045	-0.05304976	-0.0514741	-0.049632452	-0.045229387	-0.04345373	-0.04263612	-0.0426502	-0.0403283	-0.03629881	-0.03671381	-0.033570133	-0.032042783	-0.032359164	-0.031225286	-0.028659033	-0.028259555	-0.02851337	-0.028269952	-0.025926512	-0.024013601	-0.023769291	-0.023051057	-0.021695292	-0.019238858	-0.013711196	-0.011381526	-7.42E-04	0.01852429	0.051916834	0.1137756	0.22432974	0.4124831	0.70097893
Delta Rn values	-0.08243955	-0.053693525	-0.032785293	-0.016306091	-8.22E-04	0.003320777	0.005019467	0.005490849	0.005112608	0.005000356	0.00744952	0.007271275	0.006134986	0.004167003	0.004535	0.006610589	0.004241691	0.005431465	0.005004914	0.002734631	0.001914608	0.00252696	9.73E-04	-0.00123518	-0.002945663	-0.002556124	-0.002597115	-0.004306706	-0.005542373	-0.006140509	-0.005637976	-0.002064216	-0.001688446	0.006997329	0.024309566	0.05574821	0.115653075	0.22425331	0.41045275	0.6969947
DDCT Values	72		Orbital Drug	HPRT	Target	34.495197									FALSE																									
73	Orbital Drug	HPRT	Target	40	35.070198	1.2050998																																		
Rn values	-0.18623526	-0.17881717	-0.17174819	-0.17261326	-0.17204095	-0.16730478	-0.16580857	-0.16451368	-0.1650287	-0.1634554	-0.16013521	-0.16277756	-0.16207202	-0.1636752	-0.16140348	-0.16080995	-0.16012196	-0.15535046	-0.15546559	-0.15600665	-0.15419832	-0.15364596	-0.15257184	-0.1530124	-0.15063092	-0.15160474	-0.15180783	-0.15058003	-0.14825514	-0.14526504	-0.14789209	-0.14514428	-0.14547735	-0.14771068	-0.14342226	-0.14559996	-0.1435756	-0.1383748	-0.14039347	-0.13180228
Delta Rn values	-0.014085278	-0.007505094	-0.00127403	-0.002977014	-0.003242618	6.56E-04	0.001313939	0.001770922	4.18E-04	0.001153378	0.003635653	1.55E-04	2.30E-05	-0.002418079	-9.84E-04	-0.001228648	-0.001378574	0.002555015	0.001601976	2.23E-04	0.00119342	9.08E-04	0.001144072	-1.34E-04	0.001409169	-4.03E-04	-0.001443565	-0.001053681	4.33E-04	0.002585485	-8.79E-04	0.00103042	-1.41E-04	-0.003211802	2.39E-04	-0.002776908	-0.001590452	0.002772424	-8.41E-05	0.007669129
DDCT Values	73		Orbital Drug	HPRT	Target	40									FALSE																									
74	Orbital Drug	HPRT	Target	34.163116	35.070198	1.2050998																																		
Rn values	-0.17367987	-0.17215365	-0.16873945	-0.16801262	-0.16691554	-0.1668641	-0.16438454	-0.16427052	-0.16452578	-0.16428761	-0.16196108	-0.16304994	-0.16326733	-0.16210519	-0.16291855	-0.16264524	-0.16248971	-0.16176277	-0.16140668	-0.16043633	-0.16148297	-0.16006242	-0.16035491	-0.15999962	-0.15887831	-0.15774316	-0.1558362	-0.1565288	-0.15668848	-0.15430504	-0.1529539	-0.15131395	-0.1475118	-0.14021318	-0.12658109	-0.1033152	-0.056716103	0.026922932	0.17641671	0.42687654
Delta Rn values	-0.004350401	-0.003327996	-4.18E-04	-1.95E-04	3.99E-04	-5.37E-05	0.001922032	0.001532239	7.73E-04	5.08E-04	0.002330232	7.38E-04	1.63E-05	6.75E-04	-6.43E-04	-8.73E-04	-0.001221299	-9.98E-04	-0.0011459	-6.79E-04	-0.002229826	-0.001313084	-0.002109396	-0.002257923	-0.001640427	-0.001009088	3.94E-04	-8.02E-04	-0.001465862	4.14E-04	0.001261095	0.002397226	0.00569556	0.012490363	0.025618635	0.04838071	0.094475985	0.1776112	0.32660118	0.57655716
DDCT Values	74		Orbital Drug	HPRT	Target	34.163116									FALSE																									
75	Orbital Drug	AXIN	Target	26.535982	27.80008	1.7251039																																		
Rn values	-0.10956755	-0.08100033	-0.06643757	-0.052807853	-0.04209335	-0.033430982	-0.0296405	-0.025978606	-0.021094961	-0.017239923	-0.010501752	-0.010539526	-0.008509533	-0.006648561	-0.005057503	-0.003299521	3.66E-04	0.004204529	0.004782425	0.009476023	0.015394309	0.025104795	0.04050681	0.06477874	0.12458423	0.2182079	0.4012697	0.6976079	1.1060301	1.5401633	1.9604542	2.3481517	2.695847	2.9935827	3.269375	3.4926863	3.6580355	3.7709851	3.834066	3.8555515
Delta Rn values	-0.05328717	-0.02840545	-0.017528199	-0.007583983	-5.55E-04	0.00442188	0.004526859	0.004503248	0.005701389	0.005870923	0.008923591	0.005200313	0.003544802	0.00172027	-3.74E-04	-0.002301698	-0.002321753	-0.002168656	-0.005276264	-0.00426817	-0.002035388	0.003989594	0.015706105	0.03629253	0.09241252	0.18235068	0.36172697	0.65437967	1.0591164	1.4895641	1.9061695	2.2901814	2.6341913	2.9282415	3.2003484	3.419974	3.5816379	3.6909018	3.750297	3.7680972
Study Values	27.8000803	AXIN	Orbital Drug																																					
Study Stat Values	9	-7.270119286	 	2.104340518	0.886820362																																			
Study RQ Values	H2O control	5383.318439	1340.12621	21624.91652	-12.39428005	-538231.8439																																		
DDCT Values	75		Orbital Drug	AXIN	Target	26.535982		-7.270119	2.1043406	0.8868204	0	5383.3184	1340.1262	21624.916	FALSE	-12.39428																								
76	Orbital Drug	AXIN	Target	28.782951	27.80008	1.7251039																																		
Rn values	-0.20996399	-0.20603882	-0.20008118	-0.19798917	-0.19470029	-0.19350637	-0.19092761	-0.18966967	-0.19054341	-0.18645547	-0.18807971	-0.18722335	-0.18663058	-0.18683171	-0.18341933	-0.18387797	-0.18478525	-0.18462998	-0.1831988	-0.1796705	-0.18034196	-0.17837977	-0.17501314	-0.16904815	-0.158675	-0.1364105	-0.09199944	-0.010557757	0.13648568	0.39423442	0.7718139	1.1920428	1.6051855	1.9832246	2.321667	2.6285872	2.8865747	3.1088972	3.2706141	3.3856144
Delta Rn values	-0.011310913	-0.008360975	-0.003378577	-0.002261794	5.18E-05	2.71E-04	0.001874054	0.002156759	3.08E-04	0.003420483	8.21E-04	7.02E-04	3.20E-04	-8.57E-04	0.001580445	1.47E-04	-0.001735942	-0.002555908	-0.002099962	4.53E-04	-0.001193597	-2.07E-04	0.00218475	0.007174509	0.016572418	0.03786168	0.0812975	0.16176395	0.30783215	0.56460565	0.9412099	1.3604636	1.772631	2.149695	2.487162	2.793107	3.0501194	3.2714665	3.4322083	3.5462332
Study Values	27.8000803	AXIN	Orbital Drug																																					
Study Stat Values	9	-7.270119286	 	2.104340518	0.886820362																																			
Study RQ Values	H2O control	5383.318439	1340.12621	21624.91652	-12.39428005	-538231.8439																																		
DDCT Values	76		Orbital Drug	AXIN	Target	28.782951		-7.270119	2.1043406	0.8868204	0	5383.3184	1340.1262	21624.916	FALSE	-12.39428																								
77	Orbital Drug	AXIN	Target	30.683533	27.80008	1.7251039																																		
Rn values	-0.16712666	-0.16589317	-0.16385451	-0.16385327	-0.16063333	-0.16029799	-0.15963334	-0.15996188	-0.15939604	-0.1584433	-0.15779673	-0.15864457	-0.15843995	-0.15948501	-0.15775652	-0.1569472	-0.15738738	-0.15769853	-0.15617166	-0.15568404	-0.15479074	-0.15381525	-0.15292524	-0.15047048	-0.14769994	-0.14136551	-0.12777078	-0.10621577	-0.06137807	0.021753933	0.17507505	0.42933315	0.7701418	1.1301672	1.4765764	1.7940518	2.0886796	2.3489196	2.5699563	2.7509196
Delta Rn values	-0.003019756	-0.002296876	-7.69E-04	-0.001278198	0.001431142	0.001255869	0.001409913	5.71E-04	6.26E-04	0.001068125	0.001204094	-1.54E-04	-4.60E-04	-0.002016017	-7.98E-04	-4.99E-04	-0.001450205	-0.002271964	-0.001255709	-0.001278692	-8.96E-04	-4.31E-04	-5.17E-05	0.001892435	0.00415237	0.009976186	0.02306031	0.044104718	0.088431805	0.1710532	0.32386371	0.5776112	0.9179092	1.2774241	1.6233227	1.9402874	2.2344046	2.494134	2.7146602	2.8951128
Study Values	27.8000803	AXIN	Orbital Drug																																					
Study Stat Values	9	-7.270119286	 	2.104340518	0.886820362																																			
Study RQ Values	H2O control	5383.318439	1340.12621	21624.91652	-12.39428005	-538231.8439																																		
DDCT Values	77		Orbital Drug	AXIN	Target	30.683533		-7.270119	2.1043406	0.8868204	0	5383.3184	1340.1262	21624.916	FALSE	-12.39428																								
78	Orbital Drug	THSB1	Target	14.500757	15.168521	1.2422199																																		
Rn values	-0.100608796	-0.08499054	-0.07242284	-0.06361345	-0.056869406	-0.052014142	-0.04873191	-0.046064366	-0.041715324	-0.037975274	-0.032561928	-0.02662437	-0.014184483	0.007157015	0.046398442	0.11961807	0.24831907	0.4712748	0.80652213	1.2625254	1.7889574	2.3130648	2.774597	3.1389215	3.411949	3.5947769	3.70416	3.7688406	3.8056953	3.831634	3.8547146	3.867061	3.8793435	3.8842669	3.8930414	3.9015028	3.911887	3.9090433	3.9140334	3.9135556
Delta Rn values	-0.023128446	-0.012053791	-0.004029694	2.36E-04	0.002436536	0.002748198	0.00148683	-3.89E-04	-5.84E-04	-0.001387342	-5.18E-04	8.76E-04	0.008772642	0.025570538	0.060268365	0.1289444	0.2531018	0.4715139	0.80221766	1.2536774	1.7755656	2.2951295	2.752118	3.111899	3.3803828	3.5586672	3.6635067	3.7236435	3.7559547	3.77735	3.795887	3.8036895	3.8114285	3.8118083	3.8160393	3.819957	3.8257976	3.8184104	3.818857	3.8138354
Study Values	15.16852077	THSB1	Orbital Drug																																					
Study Stat Values	9	-19.90167882	 	1.730715405	0.74002578																																			
Study RQ Values	H2O control	231335.4097	72493.9052	738214.7732	-17.81962659	-2.31E+07																																		
DDCT Values	78		Orbital Drug	THSB1	Target	14.500757		-19.901678	1.7307154	0.74002576	0	231335.4	72493.91	738214.75	FALSE	-17.819626																								
79	Orbital Drug	THSB1	Target	15.132256	15.168521	1.2422199																																		
Rn values	-0.1479599	-0.13167877	-0.122736424	-0.11630883	-0.11295497	-0.110678494	-0.107537664	-0.105330944	-0.1037466	-0.10142614	-0.09780249	-0.092254005	-0.08646441	-0.073351495	-0.04856246	-0.002850737	0.07811175	0.22148551	0.46020868	0.8161056	1.2727821	1.7846248	2.2696896	2.688677	3.022371	3.2544765	3.4153788	3.509791	3.5705347	3.6001616	3.619221	3.6408858	3.6512547	3.6622083	3.6685338	3.6767197	3.684108	3.6885478	3.6925747	3.695972
Delta Rn values	-0.021794595	-0.008450029	-0.00244424	0.001046791	0.001464094	8.04E-04	0.001008272	2.78E-04	-0.001073787	-0.001689888	-0.0010028	0.001609123	0.004462154	0.01463851	0.036490984	0.079266146	0.15729207	0.29772925	0.5335159	0.8864762	1.3402162	1.8491223	2.3312504	2.7473016	3.078059	3.3072278	3.4651935	3.556669	3.6144762	3.6411667	3.6572895	3.6760178	3.68345	3.691467	3.694856	3.7001054	3.7045572	3.7060604	3.7071507	3.7076113
Study Values	15.16852077	THSB1	Orbital Drug																																					
Study Stat Values	9	-19.90167882	 	1.730715405	0.74002578																																			
Study RQ Values	H2O control	231335.4097	72493.9052	738214.7732	-17.81962659	-2.31E+07																																		
DDCT Values	79		Orbital Drug	THSB1	Target	15.132256		-19.901678	1.7307154	0.74002576	0	231335.4	72493.91	738214.75	FALSE	-17.819626																								
80	Orbital Drug	THSB1	Target	17.387562	15.168521	1.2422199																																		
